distribution,ksize,sample_num,eigvec_angle
uniform,260,5,89.58653259277344
gaussian,260,5,89.54408264160156
dirac,260,5,89.65384674072266
orthogonal,260,5,89.5965347290039
sparse0.5,260,5,89.7304458618164
uniform,260,6,89.40874481201172
gaussian,260,6,89.58642578125
dirac,260,6,89.65384674072266
orthogonal,260,6,89.68292999267578
sparse0.5,260,6,89.63772583007812
uniform,270,1,89.15943145751953
gaussian,270,1,89.82329559326172
dirac,270,1,89.66667175292969
orthogonal,270,1,89.7162857055664
sparse0.5,270,1,89.62356567382812
uniform,270,2,89.68677520751953
gaussian,270,2,89.63750457763672
dirac,270,2,89.66667175292969
orthogonal,270,2,89.64053344726562
sparse0.5,270,2,89.6993179321289
uniform,270,3,89.42736053466797
gaussian,270,3,89.72869873046875
dirac,270,3,89.66666412353516
orthogonal,270,3,89.65445709228516
sparse0.5,270,3,89.67160034179688
uniform,270,4,89.33173370361328
gaussian,270,4,89.55445098876953
dirac,270,4,89.66667175292969
orthogonal,270,4,89.65879821777344
sparse0.5,270,4,89.72489929199219
uniform,270,5,89.2763900756836
gaussian,270,5,89.84864807128906
dirac,270,5,89.66667175292969
orthogonal,270,5,89.48985290527344
sparse0.5,270,5,89.68760681152344
uniform,270,6,89.64453125
gaussian,270,6,89.86080932617188
dirac,270,6,89.66667938232422
orthogonal,270,6,89.61144256591797
sparse0.5,270,6,89.85906219482422
uniform,280,1,89.13008880615234
gaussian,280,1,90.08088684082031
dirac,280,1,89.67857360839844
orthogonal,280,1,89.93367767333984
sparse0.5,280,1,89.31140899658203
uniform,280,2,89.48827362060547
gaussian,280,2,89.83967590332031
dirac,280,2,89.67857360839844
orthogonal,280,2,89.69493103027344
sparse0.5,280,2,89.92062377929688
uniform,280,3,89.55089569091797
gaussian,280,3,89.5911636352539
dirac,280,3,89.6785659790039
orthogonal,280,3,89.5902328491211
sparse0.5,280,3,89.60660552978516
uniform,280,4,89.22437286376953
gaussian,280,4,89.54944610595703
dirac,280,4,89.67857360839844
orthogonal,280,4,89.50694274902344
sparse0.5,280,4,89.71923065185547
uniform,280,5,89.52046966552734
gaussian,280,5,89.61406707763672
dirac,280,5,89.67857360839844
orthogonal,280,5,89.72042083740234
sparse0.5,280,5,89.84211730957031
uniform,280,6,89.59810638427734
gaussian,280,6,89.63716888427734
dirac,280,6,89.67858123779297
orthogonal,280,6,89.61831665039062
sparse0.5,280,6,89.61550903320312
uniform,290,1,89.51472473144531
gaussian,290,1,89.96294403076172
dirac,290,1,89.68965911865234
orthogonal,290,1,89.47470092773438
sparse0.5,290,1,90.07465362548828
uniform,290,2,89.45484924316406
gaussian,290,2,89.59480285644531
dirac,290,2,89.68965911865234
orthogonal,290,2,89.6744384765625
sparse0.5,290,2,89.66483306884766
uniform,290,3,89.46099090576172
gaussian,290,3,89.80265045166016
dirac,290,3,89.68965911865234
orthogonal,290,3,89.53213500976562
sparse0.5,290,3,89.46878814697266
uniform,290,4,89.48279571533203
gaussian,290,4,89.86498260498047
dirac,290,4,89.68965911865234
orthogonal,290,4,89.82941436767578
sparse0.5,290,4,89.86714172363281
uniform,290,5,89.20378875732422
gaussian,290,5,89.71490478515625
dirac,290,5,89.68965911865234
orthogonal,290,5,89.69572448730469
sparse0.5,290,5,89.8355941772461
uniform,290,6,89.55499267578125
gaussian,290,6,89.76431274414062
dirac,290,6,89.68965911865234
orthogonal,290,6,89.6942138671875
sparse0.5,290,6,89.6767349243164
uniform,300,1,89.64456939697266
gaussian,300,1,90.04444885253906
dirac,300,1,89.70000457763672
orthogonal,300,1,89.95447540283203
sparse0.5,300,1,89.67727661132812
uniform,300,2,89.46165466308594
gaussian,300,2,89.82823181152344
dirac,300,2,89.70000457763672
orthogonal,300,2,89.73243713378906
sparse0.5,300,2,89.77360534667969
uniform,300,3,89.59395599365234
gaussian,300,3,89.7036361694336
dirac,300,3,89.70000457763672
orthogonal,300,3,89.51981353759766
sparse0.5,300,3,89.56856536865234
uniform,300,4,89.4875259399414
gaussian,300,4,89.66352081298828
dirac,300,4,89.70000457763672
orthogonal,300,4,89.76737976074219
sparse0.5,300,4,89.65509033203125
uniform,300,5,89.38867950439453
gaussian,300,5,89.9183578491211
dirac,300,5,89.70000457763672
orthogonal,300,5,89.50431060791016
sparse0.5,300,5,89.70765686035156
uniform,300,6,89.48209381103516
gaussian,300,6,89.6919937133789
dirac,300,6,89.70000457763672
orthogonal,300,6,89.67413330078125
sparse0.5,300,6,89.77320098876953
uniform,310,1,89.34465789794922
gaussian,310,1,89.8984603881836
dirac,310,1,89.70967864990234
orthogonal,310,1,89.56399536132812
sparse0.5,310,1,89.56648254394531
uniform,310,2,89.52996826171875
gaussian,310,2,89.7440185546875
dirac,310,2,89.70967864990234
orthogonal,310,2,89.63069915771484
sparse0.5,310,2,89.7225341796875
uniform,310,3,89.42578887939453
gaussian,310,3,89.77362060546875
dirac,310,3,89.70967864990234
orthogonal,310,3,89.8810043334961
sparse0.5,310,3,89.6242904663086
uniform,310,4,89.57664489746094
gaussian,310,4,89.6062240600586
dirac,310,4,89.70967864990234
orthogonal,310,4,89.65843200683594
sparse0.5,310,4,89.73704528808594
uniform,310,5,89.40451049804688
gaussian,310,5,89.91386413574219
dirac,310,5,89.70967864990234
orthogonal,310,5,89.65653991699219
sparse0.5,310,5,89.66195678710938
uniform,310,6,89.55731201171875
gaussian,310,6,89.52902221679688
dirac,310,6,89.70967864990234
orthogonal,310,6,89.72271728515625
sparse0.5,310,6,89.63280487060547
uniform,320,1,89.84468841552734
gaussian,320,1,89.69075775146484
dirac,320,1,89.71875
orthogonal,320,1,89.67672729492188
sparse0.5,320,1,89.51070404052734
uniform,320,2,89.38861083984375
gaussian,320,2,89.4575424194336
dirac,320,2,89.71875
orthogonal,320,2,89.76078796386719
sparse0.5,320,2,89.74820709228516
uniform,320,3,89.56890869140625
gaussian,320,3,89.82270050048828
dirac,320,3,89.71875
orthogonal,320,3,89.91451263427734
sparse0.5,320,3,89.46173095703125
uniform,320,4,89.65071105957031
gaussian,320,4,89.73274993896484
dirac,320,4,89.71875
orthogonal,320,4,89.89087677001953
sparse0.5,320,4,89.78755187988281
uniform,320,5,89.53730773925781
gaussian,320,5,89.73381042480469
dirac,320,5,89.71875
orthogonal,320,5,89.8128433227539
sparse0.5,320,5,89.64009857177734
uniform,320,6,89.5633544921875
gaussian,320,6,89.73810577392578
dirac,320,6,89.71875
orthogonal,320,6,89.76620483398438
sparse0.5,320,6,89.777099609375
uniform,330,1,89.73136901855469
gaussian,330,1,89.55210876464844
dirac,330,1,89.7272720336914
orthogonal,330,1,89.78263092041016
sparse0.5,330,1,89.8069076538086
uniform,330,2,89.50569152832031
gaussian,330,2,89.53169250488281
dirac,330,2,89.7272720336914
orthogonal,330,2,89.56138610839844
sparse0.5,330,2,90.04793548583984
uniform,330,3,89.41110229492188
gaussian,330,3,89.74829864501953
dirac,330,3,89.7272720336914
orthogonal,330,3,89.78546142578125
sparse0.5,330,3,89.6376953125
uniform,330,4,89.62631225585938
gaussian,330,4,89.6121597290039
dirac,330,4,89.7272720336914
orthogonal,330,4,89.84703826904297
sparse0.5,330,4,89.77232360839844
uniform,330,5,89.45143127441406
gaussian,330,5,89.67719268798828
dirac,330,5,89.7272720336914
orthogonal,330,5,89.72708129882812
sparse0.5,330,5,89.7236557006836
uniform,330,6,89.46221923828125
gaussian,330,6,89.568359375
dirac,330,6,89.7272720336914
orthogonal,330,6,89.59017181396484
sparse0.5,330,6,89.73563385009766
uniform,340,1,89.53665161132812
gaussian,340,1,89.89250183105469
dirac,340,1,89.73529815673828
orthogonal,340,1,89.67662811279297
sparse0.5,340,1,89.54689025878906
uniform,340,2,89.66226196289062
gaussian,340,2,89.78260803222656
dirac,340,2,89.73529815673828
orthogonal,340,2,89.7811508178711
sparse0.5,340,2,89.76605224609375
uniform,340,3,89.77777862548828
gaussian,340,3,89.6108627319336
dirac,340,3,89.73529815673828
orthogonal,340,3,89.77796173095703
sparse0.5,340,3,89.78558349609375
uniform,340,4,89.55029296875
gaussian,340,4,89.87911224365234
dirac,340,4,89.73529815673828
orthogonal,340,4,89.7440185546875
sparse0.5,340,4,89.77659606933594
uniform,340,5,89.6319580078125
gaussian,340,5,89.70625305175781
dirac,340,5,89.73529815673828
orthogonal,340,5,89.69476318359375
sparse0.5,340,5,89.81824493408203
uniform,340,6,89.40641021728516
gaussian,340,6,89.5721435546875
dirac,340,6,89.73529815673828
orthogonal,340,6,89.93631744384766
sparse0.5,340,6,89.62964630126953
uniform,350,1,89.44639587402344
gaussian,350,1,89.73585510253906
dirac,350,1,89.74285888671875
orthogonal,350,1,89.84210968017578
sparse0.5,350,1,89.72559356689453
uniform,350,2,89.68697357177734
gaussian,350,2,89.45159912109375
dirac,350,2,89.74285888671875
orthogonal,350,2,89.70744323730469
sparse0.5,350,2,89.91438293457031
uniform,350,3,89.69000244140625
gaussian,350,3,89.95413970947266
dirac,350,3,89.74285888671875
orthogonal,350,3,89.84319305419922
sparse0.5,350,3,89.86054229736328
uniform,350,4,89.41532897949219
gaussian,350,4,89.69082641601562
dirac,350,4,89.74285888671875
orthogonal,350,4,89.79832458496094
sparse0.5,350,4,89.7917709350586
uniform,350,5,89.65061950683594
gaussian,350,5,89.809326171875
dirac,350,5,89.74285888671875
orthogonal,350,5,89.65153503417969
sparse0.5,350,5,89.7802734375
uniform,350,6,89.6099624633789
gaussian,350,6,89.6743392944336
dirac,350,6,89.74285888671875
orthogonal,350,6,89.74215698242188
sparse0.5,350,6,89.77025604248047
uniform,360,1,89.7812271118164
gaussian,360,1,89.66886138916016
dirac,360,1,89.75
orthogonal,360,1,89.71034240722656
sparse0.5,360,1,89.88446807861328
uniform,360,2,89.5736083984375
gaussian,360,2,89.60269927978516
dirac,360,2,89.75
orthogonal,360,2,89.43101501464844
sparse0.5,360,2,89.73658752441406
uniform,360,3,89.61507415771484
gaussian,360,3,89.65185546875
dirac,360,3,89.75
orthogonal,360,3,89.8895492553711
sparse0.5,360,3,89.89556884765625
uniform,360,4,89.68354034423828
gaussian,360,4,89.58181762695312
dirac,360,4,89.75
orthogonal,360,4,89.74887084960938
sparse0.5,360,4,89.76007080078125
uniform,360,5,89.59107971191406
gaussian,360,5,89.8302993774414
dirac,360,5,89.75
orthogonal,360,5,89.69255828857422
sparse0.5,360,5,89.73628997802734
uniform,360,6,89.56396484375
gaussian,360,6,89.86231231689453
dirac,360,6,89.75
orthogonal,360,6,89.72713470458984
sparse0.5,360,6,89.74718475341797
uniform,370,1,89.78739929199219
gaussian,370,1,89.80126953125
dirac,370,1,89.75675964355469
orthogonal,370,1,89.59066772460938
sparse0.5,370,1,89.53091430664062
uniform,370,2,89.61904907226562
gaussian,370,2,89.50588989257812
dirac,370,2,89.75675964355469
orthogonal,370,2,89.90582275390625
sparse0.5,370,2,89.56749725341797
uniform,370,3,89.67159271240234
gaussian,370,3,89.64986419677734
dirac,370,3,89.75675201416016
orthogonal,370,3,89.84029388427734
sparse0.5,370,3,89.7338638305664
uniform,370,4,89.6702880859375
gaussian,370,4,89.63336181640625
dirac,370,4,89.75675964355469
orthogonal,370,4,89.77196502685547
sparse0.5,370,4,89.67201232910156
uniform,370,5,89.67100524902344
gaussian,370,5,89.7724838256836
dirac,370,5,89.75675964355469
orthogonal,370,5,89.89602661132812
sparse0.5,370,5,89.80197143554688
uniform,370,6,89.79281616210938
gaussian,370,6,89.6051254272461
dirac,370,6,89.75676727294922
orthogonal,370,6,89.84342193603516
sparse0.5,370,6,89.72834014892578
uniform,380,1,89.62484741210938
gaussian,380,1,89.48965454101562
dirac,380,1,89.7631607055664
orthogonal,380,1,89.94486999511719
sparse0.5,380,1,89.89805603027344
uniform,380,2,89.548583984375
gaussian,380,2,89.710693359375
dirac,380,2,89.7631607055664
orthogonal,380,2,89.8360595703125
sparse0.5,380,2,90.00076293945312
uniform,380,3,89.536376953125
gaussian,380,3,89.62157440185547
dirac,380,3,89.7631607055664
orthogonal,380,3,89.80547332763672
sparse0.5,380,3,89.8886489868164
uniform,380,4,89.55658721923828
gaussian,380,4,89.73637390136719
dirac,380,4,89.7631607055664
orthogonal,380,4,89.82091522216797
sparse0.5,380,4,89.6613540649414
uniform,380,5,89.6275634765625
gaussian,380,5,89.59078216552734
dirac,380,5,89.7631607055664
orthogonal,380,5,89.79557800292969
sparse0.5,380,5,89.6029281616211
uniform,380,6,89.57532501220703
gaussian,380,6,89.83211517333984
dirac,380,6,89.7631607055664
orthogonal,380,6,89.79402923583984
sparse0.5,380,6,89.73029327392578
uniform,390,1,89.90824127197266
gaussian,390,1,89.65878295898438
dirac,390,1,89.76923370361328
orthogonal,390,1,89.99695587158203
sparse0.5,390,1,89.81224060058594
uniform,390,2,89.59693908691406
gaussian,390,2,89.76434326171875
dirac,390,2,89.76923370361328
orthogonal,390,2,89.85163879394531
sparse0.5,390,2,89.6264877319336
uniform,390,3,89.65982055664062
gaussian,390,3,89.67847442626953
dirac,390,3,89.76923370361328
orthogonal,390,3,89.96256256103516
sparse0.5,390,3,89.81974029541016
uniform,390,4,89.64289855957031
gaussian,390,4,89.941650390625
dirac,390,4,89.76923370361328
orthogonal,390,4,89.89306640625
sparse0.5,390,4,89.61065673828125
uniform,390,5,89.60077667236328
gaussian,390,5,89.79663848876953
dirac,390,5,89.76923370361328
orthogonal,390,5,89.77015686035156
sparse0.5,390,5,89.84146118164062
uniform,390,6,89.54686737060547
gaussian,390,6,89.7387924194336
dirac,390,6,89.76923370361328
orthogonal,390,6,89.8070297241211
sparse0.5,390,6,89.7104263305664
uniform,400,1,89.63640594482422
gaussian,400,1,89.61640930175781
dirac,400,1,89.7750015258789
orthogonal,400,1,89.65771484375
sparse0.5,400,1,89.61857604980469
uniform,400,2,89.54904174804688
gaussian,400,2,89.78131866455078
dirac,400,2,89.7750015258789
orthogonal,400,2,89.73873138427734
sparse0.5,400,2,89.66807556152344
uniform,400,3,89.72586822509766
gaussian,400,3,89.87700653076172
dirac,400,3,89.7750015258789
orthogonal,400,3,89.8543472290039
sparse0.5,400,3,89.63780975341797
uniform,400,4,89.59715270996094
gaussian,400,4,89.64706420898438
dirac,400,4,89.7750015258789
orthogonal,400,4,89.6978759765625
sparse0.5,400,4,89.72421264648438
uniform,400,5,89.69606018066406
gaussian,400,5,89.81804656982422
dirac,400,5,89.7750015258789
orthogonal,400,5,89.74726104736328
sparse0.5,400,5,89.83451843261719
uniform,400,6,89.6020736694336
gaussian,400,6,89.81421661376953
dirac,400,6,89.7750015258789
orthogonal,400,6,89.78609466552734
sparse0.5,400,6,89.72296905517578
uniform,410,1,89.6494140625
gaussian,410,1,89.83592224121094
dirac,410,1,89.78048706054688
orthogonal,410,1,89.71807098388672
sparse0.5,410,1,89.6878433227539
uniform,410,2,89.80155944824219
gaussian,410,2,89.89875793457031
dirac,410,2,89.78048706054688
orthogonal,410,2,89.89956665039062
sparse0.5,410,2,89.82452392578125
uniform,410,3,89.48567962646484
gaussian,410,3,89.6705322265625
dirac,410,3,89.78048706054688
orthogonal,410,3,89.75994873046875
sparse0.5,410,3,89.87407684326172
uniform,410,4,89.76380920410156
gaussian,410,4,89.72954559326172
dirac,410,4,89.78048706054688
orthogonal,410,4,89.74185180664062
sparse0.5,410,4,89.85758972167969
uniform,410,5,89.51866149902344
gaussian,410,5,89.73006439208984
dirac,410,5,89.78048706054688
orthogonal,410,5,89.84439849853516
sparse0.5,410,5,89.79505157470703
uniform,410,6,89.57056427001953
gaussian,410,6,89.79447174072266
dirac,410,6,89.78048706054688
orthogonal,410,6,89.76068878173828
sparse0.5,410,6,89.66362762451172
uniform,420,1,89.96134185791016
gaussian,420,1,89.64639282226562
dirac,420,1,89.78571319580078
orthogonal,420,1,89.96538543701172
sparse0.5,420,1,89.78524017333984
uniform,420,2,89.70641326904297
gaussian,420,2,89.76741027832031
dirac,420,2,89.78571319580078
orthogonal,420,2,89.82511901855469
sparse0.5,420,2,89.82843017578125
uniform,420,3,89.67596435546875
gaussian,420,3,89.7634506225586
dirac,420,3,89.78571319580078
orthogonal,420,3,89.82257080078125
sparse0.5,420,3,89.7338638305664
uniform,420,4,89.61674499511719
gaussian,420,4,89.73579406738281
dirac,420,4,89.78571319580078
orthogonal,420,4,89.8026351928711
sparse0.5,420,4,89.9609146118164
uniform,420,5,89.7678451538086
gaussian,420,5,89.8070068359375
dirac,420,5,89.78571319580078
orthogonal,420,5,89.7394027709961
sparse0.5,420,5,89.74018859863281
uniform,420,6,89.65997314453125
gaussian,420,6,89.84415435791016
dirac,420,6,89.78571319580078
orthogonal,420,6,89.66741943359375
sparse0.5,420,6,89.7730941772461
uniform,430,1,89.74919891357422
gaussian,430,1,89.93033599853516
dirac,430,1,89.79070281982422
orthogonal,430,1,89.69585418701172
sparse0.5,430,1,89.83696746826172
uniform,430,2,89.50593566894531
gaussian,430,2,89.79202270507812
dirac,430,2,89.79070281982422
orthogonal,430,2,89.61141967773438
sparse0.5,430,2,89.85275268554688
uniform,430,3,89.7254867553711
gaussian,430,3,89.84056854248047
dirac,430,3,89.79070281982422
orthogonal,430,3,89.66458892822266
sparse0.5,430,3,89.74945068359375
uniform,430,4,89.66393280029297
gaussian,430,4,89.82695770263672
dirac,430,4,89.79070281982422
orthogonal,430,4,89.89078521728516
sparse0.5,430,4,89.77348327636719
uniform,430,5,89.66036224365234
gaussian,430,5,89.8653564453125
dirac,430,5,89.79070281982422
orthogonal,430,5,89.82121276855469
sparse0.5,430,5,89.82063293457031
uniform,430,6,89.640380859375
gaussian,430,6,89.83919525146484
dirac,430,6,89.79070281982422
orthogonal,430,6,89.78971099853516
sparse0.5,430,6,89.66907501220703
uniform,440,1,89.58441162109375
gaussian,440,1,89.62638092041016
dirac,440,1,89.79545593261719
orthogonal,440,1,89.60472106933594
sparse0.5,440,1,89.83067321777344
uniform,440,2,89.78958129882812
gaussian,440,2,89.82904052734375
dirac,440,2,89.79545593261719
orthogonal,440,2,89.67986297607422
sparse0.5,440,2,89.86869812011719
uniform,440,3,89.75605010986328
gaussian,440,3,89.8108139038086
dirac,440,3,89.79544830322266
orthogonal,440,3,89.85115814208984
sparse0.5,440,3,89.90338134765625
uniform,440,4,89.70620727539062
gaussian,440,4,89.76641845703125
dirac,440,4,89.79545593261719
orthogonal,440,4,89.79298400878906
sparse0.5,440,4,89.64026641845703
uniform,440,5,89.65948486328125
gaussian,440,5,89.69915771484375
dirac,440,5,89.79545593261719
orthogonal,440,5,89.78739929199219
sparse0.5,440,5,89.75369262695312
uniform,440,6,89.696533203125
gaussian,440,6,89.74007415771484
dirac,440,6,89.79546356201172
orthogonal,440,6,89.76013946533203
sparse0.5,440,6,89.70083618164062
uniform,450,1,89.73357391357422
gaussian,450,1,89.82211303710938
dirac,450,1,89.80000305175781
orthogonal,450,1,89.81175994873047
sparse0.5,450,1,89.58089447021484
uniform,450,2,89.77497863769531
gaussian,450,2,89.88111877441406
dirac,450,2,89.80000305175781
orthogonal,450,2,89.7241439819336
sparse0.5,450,2,89.5963134765625
uniform,450,3,89.79471588134766
gaussian,450,3,89.6646957397461
dirac,450,3,89.80001068115234
orthogonal,450,3,89.75421142578125
sparse0.5,450,3,89.84130859375
uniform,450,4,89.84429931640625
gaussian,450,4,89.76387023925781
dirac,450,4,89.80000305175781
orthogonal,450,4,89.83172607421875
sparse0.5,450,4,89.7220458984375
uniform,450,5,89.57821655273438
gaussian,450,5,89.89457702636719
dirac,450,5,89.80000305175781
orthogonal,450,5,89.8329086303711
sparse0.5,450,5,89.78108215332031
uniform,450,6,89.68683624267578
gaussian,450,6,89.81802368164062
dirac,450,6,89.79999542236328
orthogonal,450,6,89.80392456054688
sparse0.5,450,6,89.87146759033203
uniform,460,1,89.75452423095703
gaussian,460,1,89.8336181640625
dirac,460,1,89.80435180664062
orthogonal,460,1,89.68303680419922
sparse0.5,460,1,89.738525390625
uniform,460,2,89.78762817382812
gaussian,460,2,89.75630950927734
dirac,460,2,89.80435180664062
orthogonal,460,2,89.63350677490234
sparse0.5,460,2,89.76069641113281
uniform,460,3,89.53271484375
gaussian,460,3,89.9102783203125
dirac,460,3,89.80435180664062
orthogonal,460,3,89.84098052978516
sparse0.5,460,3,89.75582122802734
uniform,460,4,89.67141723632812
gaussian,460,4,89.8137435913086
dirac,460,4,89.80435180664062
orthogonal,460,4,89.77655029296875
sparse0.5,460,4,89.83506774902344
uniform,460,5,89.76246643066406
gaussian,460,5,89.71990203857422
dirac,460,5,89.80435180664062
orthogonal,460,5,89.81477355957031
sparse0.5,460,5,89.79303741455078
uniform,460,6,89.64203643798828
gaussian,460,6,89.7816162109375
dirac,460,6,89.80435180664062
orthogonal,460,6,89.78075408935547
sparse0.5,460,6,89.76519775390625
uniform,470,1,89.70919799804688
gaussian,470,1,89.63621520996094
dirac,470,1,89.80850982666016
orthogonal,470,1,89.67059326171875
sparse0.5,470,1,89.90029907226562
uniform,470,2,89.4845199584961
gaussian,470,2,89.76834869384766
dirac,470,2,89.80850982666016
orthogonal,470,2,89.75627899169922
sparse0.5,470,2,89.90724182128906
uniform,470,3,89.5160903930664
gaussian,470,3,89.7067642211914
dirac,470,3,89.80850982666016
orthogonal,470,3,89.94649505615234
sparse0.5,470,3,89.76866912841797
uniform,470,4,89.69610595703125
gaussian,470,4,89.8243179321289
dirac,470,4,89.80850982666016
orthogonal,470,4,89.83544921875
sparse0.5,470,4,89.93301391601562
uniform,470,5,89.69099426269531
gaussian,470,5,89.73395538330078
dirac,470,5,89.80850982666016
orthogonal,470,5,89.75910186767578
sparse0.5,470,5,89.7671890258789
uniform,470,6,89.67626190185547
gaussian,470,6,89.75021362304688
dirac,470,6,89.80850982666016
orthogonal,470,6,89.77371978759766
sparse0.5,470,6,89.83163452148438
uniform,480,1,89.70703125
gaussian,480,1,89.87503051757812
dirac,480,1,89.8125
orthogonal,480,1,90.00924682617188
sparse0.5,480,1,89.92204284667969
uniform,480,2,89.7972640991211
gaussian,480,2,89.76274108886719
dirac,480,2,89.8125
orthogonal,480,2,89.74873352050781
sparse0.5,480,2,89.7041015625
uniform,480,3,89.72802734375
gaussian,480,3,89.81827545166016
dirac,480,3,89.8125
orthogonal,480,3,89.7508544921875
sparse0.5,480,3,89.7867202758789
uniform,480,4,89.62031555175781
gaussian,480,4,89.84918975830078
dirac,480,4,89.8125
orthogonal,480,4,89.81614685058594
sparse0.5,480,4,89.74413299560547
uniform,480,5,89.72898864746094
gaussian,480,5,89.90031433105469
dirac,480,5,89.8125
orthogonal,480,5,89.80353546142578
sparse0.5,480,5,89.8335952758789
uniform,480,6,89.72073364257812
gaussian,480,6,89.88532257080078
dirac,480,6,89.8125
orthogonal,480,6,89.86941528320312
sparse0.5,480,6,89.822265625
uniform,490,1,89.51095581054688
gaussian,490,1,89.85770416259766
dirac,490,1,89.81632995605469
orthogonal,490,1,89.81200408935547
sparse0.5,490,1,89.89842987060547
uniform,490,2,89.7098159790039
gaussian,490,2,89.89310455322266
dirac,490,2,89.81632995605469
orthogonal,490,2,89.6769027709961
sparse0.5,490,2,89.91595458984375
uniform,490,3,89.7733154296875
gaussian,490,3,89.84134674072266
dirac,490,3,89.81632232666016
orthogonal,490,3,89.78280639648438
sparse0.5,490,3,89.69589233398438
uniform,490,4,89.74900817871094
gaussian,490,4,89.89288330078125
dirac,490,4,89.81632995605469
orthogonal,490,4,89.77472686767578
sparse0.5,490,4,89.74568176269531
uniform,490,5,89.64022827148438
gaussian,490,5,89.73472595214844
dirac,490,5,89.81632995605469
orthogonal,490,5,89.71379089355469
sparse0.5,490,5,89.81324768066406
uniform,490,6,89.65155029296875
gaussian,490,6,89.8309326171875
dirac,490,6,89.81633758544922
orthogonal,490,6,89.76953125
sparse0.5,490,6,89.74120330810547
uniform,500,1,89.78810119628906
gaussian,500,1,89.96435546875
dirac,500,1,89.81999969482422
orthogonal,500,1,89.97553253173828
sparse0.5,500,1,89.7542953491211
uniform,500,2,89.76050567626953
gaussian,500,2,89.79421997070312
dirac,500,2,89.81999969482422
orthogonal,500,2,89.8554916381836
sparse0.5,500,2,89.8924560546875
uniform,500,3,89.78500366210938
gaussian,500,3,89.87602996826172
dirac,500,3,89.81999969482422
orthogonal,500,3,89.89752960205078
sparse0.5,500,3,89.74967193603516
uniform,500,4,89.65931701660156
gaussian,500,4,89.79408264160156
dirac,500,4,89.81999969482422
orthogonal,500,4,89.79413604736328
sparse0.5,500,4,89.83387756347656
uniform,500,5,89.80244445800781
gaussian,500,5,89.76692962646484
dirac,500,5,89.81999969482422
orthogonal,500,5,89.73319244384766
sparse0.5,500,5,89.86895751953125
uniform,500,6,89.72733306884766
gaussian,500,6,89.87796783447266
dirac,500,6,89.81999969482422
orthogonal,500,6,89.82039642333984
sparse0.5,500,6,89.75072479248047
uniform,510,1,89.72102355957031
gaussian,510,1,89.73469543457031
dirac,510,1,89.82353210449219
orthogonal,510,1,89.78717803955078
sparse0.5,510,1,89.90422821044922
uniform,510,2,89.69376373291016
gaussian,510,2,89.80599212646484
dirac,510,2,89.82353210449219
orthogonal,510,2,89.7529067993164
sparse0.5,510,2,89.842041015625
uniform,510,3,89.90360260009766
gaussian,510,3,89.91790771484375
dirac,510,3,89.82352447509766
orthogonal,510,3,89.74089813232422
sparse0.5,510,3,89.73993682861328
