distribution,ksize,sample_num,eigvec_angle
uniform,510,4,89.68785858154297
gaussian,510,4,89.8718490600586
dirac,510,4,89.82353210449219
orthogonal,510,4,89.84544372558594
sparse0.5,510,4,89.82731628417969
uniform,510,5,89.69046020507812
gaussian,510,5,89.83141326904297
dirac,510,5,89.82353210449219
orthogonal,510,5,89.86808776855469
sparse0.5,510,5,89.80174255371094
uniform,510,6,89.59758758544922
gaussian,510,6,89.81299591064453
dirac,510,6,89.82353973388672
orthogonal,510,6,89.73981475830078
sparse0.5,510,6,89.71963500976562
uniform,520,1,89.63626098632812
gaussian,520,1,89.840576171875
dirac,520,1,89.8269271850586
orthogonal,520,1,89.88294982910156
sparse0.5,520,1,89.89529418945312
uniform,520,2,89.6871337890625
gaussian,520,2,89.7032241821289
dirac,520,2,89.8269271850586
orthogonal,520,2,89.73887634277344
sparse0.5,520,2,89.77886962890625
uniform,520,3,89.52361297607422
gaussian,520,3,89.72332000732422
dirac,520,3,89.8269271850586
orthogonal,520,3,89.8370590209961
sparse0.5,520,3,89.94464111328125
uniform,520,4,89.52176666259766
gaussian,520,4,89.76166534423828
dirac,520,4,89.8269271850586
orthogonal,520,4,89.87118530273438
sparse0.5,520,4,89.76385498046875
uniform,520,5,89.75214385986328
gaussian,520,5,89.82048034667969
dirac,520,5,89.8269271850586
orthogonal,520,5,89.83003234863281
sparse0.5,520,5,89.75581359863281
uniform,520,6,89.77169799804688
gaussian,520,6,89.86861419677734
dirac,520,6,89.8269271850586
orthogonal,520,6,89.86618041992188
sparse0.5,520,6,89.7834243774414
uniform,530,1,89.94599151611328
gaussian,530,1,89.77527618408203
dirac,530,1,89.83019256591797
orthogonal,530,1,89.79598236083984
sparse0.5,530,1,89.52627563476562
uniform,530,2,89.81676483154297
gaussian,530,2,89.83450317382812
dirac,530,2,89.83019256591797
orthogonal,530,2,89.80036926269531
sparse0.5,530,2,89.7929916381836
uniform,530,3,89.81505584716797
gaussian,530,3,89.67826080322266
dirac,530,3,89.83019256591797
orthogonal,530,3,89.8045654296875
sparse0.5,530,3,89.83794403076172
uniform,530,4,89.7557601928711
gaussian,530,4,89.88980865478516
dirac,530,4,89.83019256591797
orthogonal,530,4,89.77452850341797
sparse0.5,530,4,89.77605438232422
uniform,530,5,89.74710845947266
gaussian,530,5,89.87853240966797
dirac,530,5,89.83019256591797
orthogonal,530,5,89.852783203125
sparse0.5,530,5,89.79130554199219
uniform,530,6,89.7363510131836
gaussian,530,6,89.87067413330078
dirac,530,6,89.83019256591797
orthogonal,530,6,89.87371826171875
sparse0.5,530,6,89.89408111572266
uniform,540,1,89.62271881103516
gaussian,540,1,89.71744537353516
dirac,540,1,89.83333587646484
orthogonal,540,1,89.75464630126953
sparse0.5,540,1,89.87010955810547
uniform,540,2,89.71517944335938
gaussian,540,2,89.79390716552734
dirac,540,2,89.83333587646484
orthogonal,540,2,89.8216552734375
sparse0.5,540,2,89.79995727539062
uniform,540,3,89.78417205810547
gaussian,540,3,89.8658676147461
dirac,540,3,89.83333587646484
orthogonal,540,3,89.88040161132812
sparse0.5,540,3,89.81035614013672
uniform,540,4,89.92013549804688
gaussian,540,4,89.77217864990234
dirac,540,4,89.83333587646484
orthogonal,540,4,89.79347229003906
sparse0.5,540,4,89.73854064941406
uniform,540,5,89.78202056884766
gaussian,540,5,89.9417495727539
dirac,540,5,89.83333587646484
orthogonal,540,5,89.7455825805664
sparse0.5,540,5,89.86308288574219
uniform,540,6,89.6984634399414
gaussian,540,6,89.88118743896484
dirac,540,6,89.83333587646484
orthogonal,540,6,89.87637329101562
sparse0.5,540,6,89.90850067138672
uniform,550,1,89.7512435913086
gaussian,550,1,89.8082275390625
dirac,550,1,89.83636474609375
orthogonal,550,1,89.85729217529297
sparse0.5,550,1,89.88919067382812
uniform,550,2,89.75181579589844
gaussian,550,2,89.84265899658203
dirac,550,2,89.83636474609375
orthogonal,550,2,89.84263610839844
sparse0.5,550,2,89.96446228027344
uniform,550,3,89.7640380859375
gaussian,550,3,89.75381469726562
dirac,550,3,89.83636474609375
orthogonal,550,3,89.89065551757812
sparse0.5,550,3,89.9554443359375
uniform,550,4,89.60435485839844
gaussian,550,4,89.83443450927734
dirac,550,4,89.83636474609375
orthogonal,550,4,89.82643127441406
sparse0.5,550,4,89.82412719726562
uniform,550,5,89.73320007324219
gaussian,550,5,89.82109832763672
dirac,550,5,89.83636474609375
orthogonal,550,5,89.8147964477539
sparse0.5,550,5,89.81778717041016
uniform,550,6,89.6926498413086
gaussian,550,6,89.80219268798828
dirac,550,6,89.83636474609375
orthogonal,550,6,89.79034423828125
sparse0.5,550,6,89.85079956054688
uniform,560,1,89.66082763671875
gaussian,560,1,89.8417739868164
dirac,560,1,89.83928680419922
orthogonal,560,1,89.84001922607422
sparse0.5,560,1,89.9106216430664
uniform,560,2,89.64204406738281
gaussian,560,2,89.932373046875
dirac,560,2,89.83928680419922
orthogonal,560,2,89.85465240478516
sparse0.5,560,2,89.803955078125
uniform,560,3,89.7799301147461
gaussian,560,3,89.71788787841797
dirac,560,3,89.83928680419922
orthogonal,560,3,89.78012084960938
sparse0.5,560,3,89.92465209960938
uniform,560,4,89.66679382324219
gaussian,560,4,89.80087280273438
dirac,560,4,89.83928680419922
orthogonal,560,4,89.79319763183594
sparse0.5,560,4,89.81936645507812
uniform,560,5,89.88233947753906
gaussian,560,5,89.831787109375
dirac,560,5,89.83928680419922
orthogonal,560,5,89.80424499511719
sparse0.5,560,5,89.83940124511719
uniform,560,6,89.7157974243164
gaussian,560,6,89.86389923095703
dirac,560,6,89.83928680419922
orthogonal,560,6,89.82782745361328
sparse0.5,560,6,89.79741668701172
uniform,570,1,89.45380401611328
gaussian,570,1,90.051513671875
dirac,570,1,89.84210968017578
orthogonal,570,1,89.63651275634766
sparse0.5,570,1,89.80818176269531
uniform,570,2,89.79765319824219
gaussian,570,2,89.99259948730469
dirac,570,2,89.84210968017578
orthogonal,570,2,89.73687744140625
sparse0.5,570,2,89.70003509521484
uniform,570,3,89.71390533447266
gaussian,570,3,89.83084106445312
dirac,570,3,89.84210968017578
orthogonal,570,3,89.87418365478516
sparse0.5,570,3,89.81095123291016
uniform,570,4,89.76419067382812
gaussian,570,4,89.8328857421875
dirac,570,4,89.84210968017578
orthogonal,570,4,89.82145690917969
sparse0.5,570,4,89.882568359375
uniform,570,5,89.8127212524414
gaussian,570,5,89.7781982421875
dirac,570,5,89.84210968017578
orthogonal,570,5,89.82768249511719
sparse0.5,570,5,89.84749603271484
uniform,570,6,89.7590103149414
gaussian,570,6,89.861328125
dirac,570,6,89.84210968017578
orthogonal,570,6,89.766845703125
sparse0.5,570,6,89.73619842529297
uniform,580,1,89.81137084960938
gaussian,580,1,89.92609405517578
dirac,580,1,89.84483337402344
orthogonal,580,1,89.80243682861328
sparse0.5,580,1,89.74274444580078
uniform,580,2,89.83124542236328
gaussian,580,2,89.94647216796875
dirac,580,2,89.84483337402344
orthogonal,580,2,89.7673110961914
sparse0.5,580,2,89.89918518066406
uniform,580,3,89.60730743408203
gaussian,580,3,89.85347747802734
dirac,580,3,89.8448257446289
orthogonal,580,3,89.7919921875
sparse0.5,580,3,89.93585968017578
uniform,580,4,89.83413696289062
gaussian,580,4,89.92424011230469
dirac,580,4,89.84483337402344
orthogonal,580,4,89.8671875
sparse0.5,580,4,89.8463134765625
uniform,580,5,89.66610717773438
gaussian,580,5,89.73289489746094
dirac,580,5,89.84483337402344
orthogonal,580,5,89.78681945800781
sparse0.5,580,5,89.86883544921875
uniform,580,6,89.71207427978516
gaussian,580,6,89.81859588623047
dirac,580,6,89.84484100341797
orthogonal,580,6,89.85345458984375
sparse0.5,580,6,89.80558013916016
uniform,590,1,89.72462463378906
gaussian,590,1,90.02191925048828
dirac,590,1,89.84745788574219
orthogonal,590,1,89.77310943603516
sparse0.5,590,1,89.72144317626953
uniform,590,2,89.75093078613281
gaussian,590,2,89.96492004394531
dirac,590,2,89.84745788574219
orthogonal,590,2,89.80000305175781
sparse0.5,590,2,89.86731719970703
uniform,590,3,89.79019927978516
gaussian,590,3,89.82366180419922
dirac,590,3,89.84745025634766
orthogonal,590,3,89.7811050415039
sparse0.5,590,3,89.82723236083984
uniform,590,4,89.75519561767578
gaussian,590,4,89.78826904296875
dirac,590,4,89.84745788574219
orthogonal,590,4,89.85151672363281
sparse0.5,590,4,89.78054809570312
uniform,590,5,89.87654876708984
gaussian,590,5,89.9029541015625
dirac,590,5,89.84745788574219
orthogonal,590,5,89.88314056396484
sparse0.5,590,5,89.87109375
uniform,590,6,89.7164535522461
gaussian,590,6,89.9377212524414
dirac,590,6,89.84746551513672
orthogonal,590,6,89.86932373046875
sparse0.5,590,6,89.90717315673828
uniform,600,1,89.73722076416016
gaussian,600,1,89.74254608154297
dirac,600,1,89.85000610351562
orthogonal,600,1,89.98954772949219
sparse0.5,600,1,89.77460479736328
uniform,600,2,89.72078704833984
gaussian,600,2,89.80625915527344
dirac,600,2,89.85000610351562
orthogonal,600,2,89.83938598632812
sparse0.5,600,2,89.88642120361328
uniform,600,3,89.63162994384766
gaussian,600,3,89.8156509399414
dirac,600,3,89.85000610351562
orthogonal,600,3,89.87335205078125
sparse0.5,600,3,89.80419921875
uniform,600,4,89.7794418334961
gaussian,600,4,89.7796630859375
dirac,600,4,89.85000610351562
orthogonal,600,4,89.81576538085938
sparse0.5,600,4,89.8122787475586
uniform,600,5,89.74717712402344
gaussian,600,5,89.8920669555664
dirac,600,5,89.85000610351562
orthogonal,600,5,89.87166595458984
sparse0.5,600,5,89.85428619384766
uniform,600,6,89.70658111572266
gaussian,600,6,89.84939575195312
dirac,600,6,89.85000610351562
orthogonal,600,6,89.86707305908203
sparse0.5,600,6,89.81624603271484
uniform,610,1,89.82921600341797
gaussian,610,1,89.8455810546875
dirac,610,1,89.85246276855469
orthogonal,610,1,89.82500457763672
sparse0.5,610,1,89.90869140625
uniform,610,2,89.80726623535156
gaussian,610,2,89.7708740234375
dirac,610,2,89.85246276855469
orthogonal,610,2,89.79169464111328
sparse0.5,610,2,89.81982421875
uniform,610,3,89.82256317138672
gaussian,610,3,89.787109375
dirac,610,3,89.85245513916016
orthogonal,610,3,89.81824493408203
sparse0.5,610,3,89.89657592773438
uniform,610,4,89.69308471679688
gaussian,610,4,89.79158020019531
dirac,610,4,89.85246276855469
orthogonal,610,4,89.87770080566406
sparse0.5,610,4,89.83267211914062
uniform,610,5,89.68861389160156
gaussian,610,5,89.82982635498047
dirac,610,5,89.85246276855469
orthogonal,610,5,89.85774230957031
sparse0.5,610,5,89.81450653076172
uniform,610,6,89.83463287353516
gaussian,610,6,89.79236602783203
dirac,610,6,89.85247039794922
orthogonal,610,6,89.85992431640625
sparse0.5,610,6,89.85930633544922
uniform,620,1,89.67962646484375
gaussian,620,1,89.84385681152344
dirac,620,1,89.85484313964844
orthogonal,620,1,89.85546112060547
sparse0.5,620,1,89.94677734375
uniform,620,2,89.59963989257812
gaussian,620,2,89.75929260253906
dirac,620,2,89.85484313964844
orthogonal,620,2,89.7295150756836
sparse0.5,620,2,89.89306640625
uniform,620,3,89.74773406982422
gaussian,620,3,89.8962631225586
dirac,620,3,89.8548355102539
orthogonal,620,3,89.7115478515625
sparse0.5,620,3,89.8046875
uniform,620,4,89.771484375
gaussian,620,4,89.78620147705078
dirac,620,4,89.85484313964844
orthogonal,620,4,89.84831237792969
sparse0.5,620,4,89.82530975341797
uniform,620,5,89.78092956542969
gaussian,620,5,89.86041259765625
dirac,620,5,89.85484313964844
orthogonal,620,5,89.83634185791016
sparse0.5,620,5,89.84368896484375
uniform,620,6,89.7642593383789
gaussian,620,6,89.84680938720703
dirac,620,6,89.85485076904297
orthogonal,620,6,89.90750885009766
sparse0.5,620,6,89.80319213867188
uniform,630,1,89.82193756103516
gaussian,630,1,89.80021667480469
dirac,630,1,89.85714721679688
orthogonal,630,1,89.76329803466797
sparse0.5,630,1,89.67529296875
uniform,630,2,89.66506958007812
gaussian,630,2,89.80450439453125
dirac,630,2,89.85714721679688
orthogonal,630,2,89.78190612792969
sparse0.5,630,2,89.7572021484375
uniform,630,3,89.85668182373047
gaussian,630,3,89.82816314697266
dirac,630,3,89.85714721679688
orthogonal,630,3,89.90692138671875
sparse0.5,630,3,89.86432647705078
uniform,630,4,89.85801696777344
gaussian,630,4,89.86543273925781
dirac,630,4,89.85714721679688
orthogonal,630,4,89.84014892578125
sparse0.5,630,4,89.87994384765625
uniform,630,5,89.80241394042969
gaussian,630,5,89.89726257324219
dirac,630,5,89.85714721679688
orthogonal,630,5,89.9237289428711
sparse0.5,630,5,89.8293228149414
uniform,630,6,89.79901885986328
gaussian,630,6,89.8690414428711
dirac,630,6,89.85714721679688
orthogonal,630,6,89.9305648803711
sparse0.5,630,6,89.87700653076172
uniform,640,1,89.73259735107422
gaussian,640,1,89.7745361328125
dirac,640,1,89.859375
orthogonal,640,1,89.92666625976562
sparse0.5,640,1,89.86809539794922
uniform,640,2,89.85810089111328
gaussian,640,2,89.85541534423828
dirac,640,2,89.859375
orthogonal,640,2,89.74105834960938
sparse0.5,640,2,89.81907653808594
uniform,640,3,89.82318115234375
gaussian,640,3,89.9173812866211
dirac,640,3,89.859375
orthogonal,640,3,89.90836334228516
sparse0.5,640,3,89.67838287353516
uniform,640,4,89.77592468261719
gaussian,640,4,89.87588500976562
dirac,640,4,89.859375
orthogonal,640,4,89.83106994628906
sparse0.5,640,4,89.89680480957031
uniform,640,5,89.89689636230469
gaussian,640,5,89.80433654785156
dirac,640,5,89.859375
orthogonal,640,5,89.87638092041016
sparse0.5,640,5,89.90852355957031
uniform,640,6,89.7876205444336
gaussian,640,6,89.8906478881836
dirac,640,6,89.859375
orthogonal,640,6,89.8858413696289
sparse0.5,640,6,89.87728881835938
uniform,650,1,89.72443389892578
gaussian,650,1,89.97177124023438
dirac,650,1,89.86154174804688
orthogonal,650,1,89.8525390625
sparse0.5,650,1,89.9482421875
uniform,650,2,89.81629943847656
gaussian,650,2,89.95166015625
dirac,650,2,89.86154174804688
orthogonal,650,2,89.77803039550781
sparse0.5,650,2,89.87825012207031
uniform,650,3,89.7163314819336
gaussian,650,3,89.7650375366211
dirac,650,3,89.86154174804688
orthogonal,650,3,89.84658813476562
sparse0.5,650,3,89.91152954101562
uniform,650,4,89.84454345703125
gaussian,650,4,89.78190612792969
dirac,650,4,89.86154174804688
orthogonal,650,4,89.82234954833984
sparse0.5,650,4,89.89926147460938
uniform,650,5,89.79063415527344
gaussian,650,5,89.81494140625
dirac,650,5,89.86154174804688
orthogonal,650,5,89.84434509277344
sparse0.5,650,5,89.81751251220703
uniform,650,6,89.7553939819336
gaussian,650,6,89.87699127197266
dirac,650,6,89.86154174804688
orthogonal,650,6,89.7772445678711
sparse0.5,650,6,89.80255126953125
uniform,660,1,89.7422866821289
gaussian,660,1,89.84526062011719
dirac,660,1,89.86363983154297
orthogonal,660,1,89.8453598022461
sparse0.5,660,1,89.88041687011719
uniform,660,2,89.68006896972656
gaussian,660,2,89.9248046875
dirac,660,2,89.86363983154297
orthogonal,660,2,89.7642593383789
sparse0.5,660,2,89.93035125732422
uniform,660,3,89.80535125732422
gaussian,660,3,89.89952850341797
dirac,660,3,89.86363983154297
orthogonal,660,3,89.80040740966797
sparse0.5,660,3,89.94029998779297
uniform,660,4,89.82205200195312
gaussian,660,4,89.93419647216797
dirac,660,4,89.86363983154297
orthogonal,660,4,89.84226989746094
sparse0.5,660,4,89.90474700927734
uniform,660,5,89.72931671142578
gaussian,660,5,89.83126068115234
dirac,660,5,89.86363983154297
orthogonal,660,5,89.86048126220703
sparse0.5,660,5,89.90377807617188
uniform,660,6,89.76702880859375
gaussian,660,6,89.83931732177734
dirac,660,6,89.86363983154297
orthogonal,660,6,89.8486099243164
sparse0.5,660,6,89.85591888427734
uniform,670,1,89.8343276977539
gaussian,670,1,89.81181335449219
dirac,670,1,89.86567687988281
orthogonal,670,1,89.64055633544922
sparse0.5,670,1,89.8119125366211
uniform,670,2,89.816650390625
gaussian,670,2,89.8824462890625
dirac,670,2,89.86567687988281
orthogonal,670,2,89.8275146484375
sparse0.5,670,2,89.82489013671875
uniform,670,3,89.7523422241211
gaussian,670,3,90.0191879272461
dirac,670,3,89.86568450927734
orthogonal,670,3,89.8777084350586
sparse0.5,670,3,89.83089447021484
uniform,670,4,89.81796264648438
gaussian,670,4,89.91710662841797
dirac,670,4,89.86567687988281
orthogonal,670,4,89.85774230957031
sparse0.5,670,4,89.91278076171875
uniform,670,5,89.78687286376953
gaussian,670,5,89.90644836425781
dirac,670,5,89.86567687988281
orthogonal,670,5,89.8471908569336
sparse0.5,670,5,89.83236694335938
uniform,670,6,89.80997467041016
gaussian,670,6,89.89330291748047
dirac,670,6,89.86566925048828
orthogonal,670,6,89.8050537109375
sparse0.5,670,6,89.88632202148438
uniform,680,1,89.87694549560547
gaussian,680,1,89.9275131225586
dirac,680,1,89.8676528930664
orthogonal,680,1,89.802490234375
sparse0.5,680,1,89.7489013671875
uniform,680,2,89.70291900634766
gaussian,680,2,89.89923095703125
dirac,680,2,89.8676528930664
orthogonal,680,2,89.96955871582031
sparse0.5,680,2,89.91840362548828
uniform,680,3,89.7751235961914
gaussian,680,3,89.897705078125
dirac,680,3,89.8676528930664
orthogonal,680,3,89.88162994384766
sparse0.5,680,3,89.83588409423828
uniform,680,4,89.7734375
gaussian,680,4,89.87237548828125
dirac,680,4,89.8676528930664
orthogonal,680,4,89.90092468261719
sparse0.5,680,4,89.86805725097656
uniform,680,5,89.8164291381836
gaussian,680,5,89.81278991699219
dirac,680,5,89.8676528930664
orthogonal,680,5,89.87891387939453
sparse0.5,680,5,89.8873062133789
uniform,680,6,89.74185180664062
gaussian,680,6,89.8313217163086
dirac,680,6,89.8676528930664
orthogonal,680,6,89.86959838867188
sparse0.5,680,6,89.91336059570312
uniform,690,1,89.75328063964844
gaussian,690,1,89.83011627197266
dirac,690,1,89.86956787109375
orthogonal,690,1,89.95938110351562
sparse0.5,690,1,89.77872467041016
uniform,690,2,89.85513305664062
gaussian,690,2,89.72050476074219
dirac,690,2,89.86956787109375
orthogonal,690,2,89.89329528808594
sparse0.5,690,2,89.89221954345703
uniform,690,3,89.82977294921875
gaussian,690,3,89.82648468017578
dirac,690,3,89.86956787109375
orthogonal,690,3,89.967041015625
sparse0.5,690,3,89.87774658203125
uniform,690,4,89.80160522460938
gaussian,690,4,89.92381286621094
dirac,690,4,89.86956787109375
orthogonal,690,4,89.84660339355469
sparse0.5,690,4,89.962890625
uniform,690,5,89.85392761230469
gaussian,690,5,89.92523193359375
dirac,690,5,89.86956787109375
orthogonal,690,5,89.88189697265625
sparse0.5,690,5,89.89369201660156
uniform,690,6,89.77649688720703
gaussian,690,6,89.85135650634766
dirac,690,6,89.86956787109375
orthogonal,690,6,89.86719512939453
sparse0.5,690,6,89.95491790771484
uniform,700,1,89.98564910888672
gaussian,700,1,89.98334503173828
dirac,700,1,89.87142944335938
orthogonal,700,1,89.95822143554688
sparse0.5,700,1,89.81103515625
uniform,700,2,89.78636169433594
gaussian,700,2,89.75577545166016
dirac,700,2,89.87142944335938
orthogonal,700,2,89.94932556152344
sparse0.5,700,2,89.77017974853516
uniform,700,3,89.91100311279297
gaussian,700,3,89.784423828125
dirac,700,3,89.87142944335938
orthogonal,700,3,89.92486572265625
sparse0.5,700,3,89.80095672607422
uniform,700,4,89.78060150146484
gaussian,700,4,89.897216796875
dirac,700,4,89.87142944335938
orthogonal,700,4,89.81608581542969
sparse0.5,700,4,89.86021423339844
uniform,700,5,89.80534362792969
gaussian,700,5,89.875732421875
dirac,700,5,89.87142944335938
orthogonal,700,5,89.87139892578125
sparse0.5,700,5,89.82766723632812
uniform,700,6,89.80255126953125
gaussian,700,6,89.85797119140625
dirac,700,6,89.87142944335938
orthogonal,700,6,89.95203399658203
sparse0.5,700,6,89.9111557006836
uniform,710,1,89.84248352050781
gaussian,710,1,89.90654754638672
dirac,710,1,89.87324523925781
orthogonal,710,1,89.99835968017578
sparse0.5,710,1,89.82492065429688
uniform,710,2,89.77527618408203
gaussian,710,2,89.86968994140625
dirac,710,2,89.87324523925781
orthogonal,710,2,89.93800354003906
sparse0.5,710,2,89.80351257324219
uniform,710,3,89.78934478759766
gaussian,710,3,89.98931121826172
dirac,710,3,89.87325286865234
orthogonal,710,3,89.8376235961914
sparse0.5,710,3,89.87954711914062
uniform,710,4,89.86064147949219
gaussian,710,4,89.88174438476562
dirac,710,4,89.87324523925781
orthogonal,710,4,89.86994934082031
sparse0.5,710,4,89.8614730834961
uniform,710,5,89.7647476196289
gaussian,710,5,89.82859802246094
dirac,710,5,89.87324523925781
orthogonal,710,5,89.91470336914062
sparse0.5,710,5,89.85759735107422
uniform,710,6,89.84818267822266
gaussian,710,6,89.92181396484375
dirac,710,6,89.87323760986328
orthogonal,710,6,89.84070587158203
sparse0.5,710,6,89.86788940429688
uniform,720,1,89.74131774902344
gaussian,720,1,89.75968933105469
dirac,720,1,89.875
orthogonal,720,1,89.83577728271484
sparse0.5,720,1,89.95352172851562
uniform,720,2,89.87095642089844
gaussian,720,2,89.85946655273438
dirac,720,2,89.875
orthogonal,720,2,90.0013427734375
sparse0.5,720,2,89.90069580078125
uniform,720,3,89.6646728515625
gaussian,720,3,89.92837524414062
dirac,720,3,89.875
orthogonal,720,3,89.89630889892578
sparse0.5,720,3,89.8825454711914
uniform,720,4,89.84922790527344
gaussian,720,4,89.85765075683594
dirac,720,4,89.875
orthogonal,720,4,89.80331420898438
sparse0.5,720,4,89.81706237792969
uniform,720,5,89.77864837646484
gaussian,720,5,89.87423706054688
dirac,720,5,89.875
orthogonal,720,5,89.87662506103516
sparse0.5,720,5,89.93205261230469
uniform,720,6,89.7644271850586
gaussian,720,6,89.88668060302734
dirac,720,6,89.875
orthogonal,720,6,89.9021224975586
sparse0.5,720,6,89.82260131835938
uniform,730,1,89.78764343261719
gaussian,730,1,90.1473388671875
dirac,730,1,89.87671661376953
orthogonal,730,1,90.09353637695312
sparse0.5,730,1,89.90945434570312
uniform,730,2,89.76953125
gaussian,730,2,89.86798095703125
dirac,730,2,89.87671661376953
orthogonal,730,2,89.9073257446289
sparse0.5,730,2,89.96846008300781
uniform,730,3,89.7946548461914
gaussian,730,3,89.86572265625
dirac,730,3,89.87671661376953
orthogonal,730,3,89.8746109008789
sparse0.5,730,3,89.87023162841797
uniform,730,4,89.78741455078125
gaussian,730,4,89.87150573730469
dirac,730,4,89.87671661376953
orthogonal,730,4,89.85037994384766
sparse0.5,730,4,89.85509490966797
uniform,730,5,89.8262710571289
gaussian,730,5,89.91896057128906
dirac,730,5,89.87671661376953
orthogonal,730,5,89.81889343261719
sparse0.5,730,5,89.85538482666016
uniform,730,6,89.82583618164062
gaussian,730,6,89.82389068603516
dirac,730,6,89.87671661376953
orthogonal,730,6,89.88385772705078
sparse0.5,730,6,89.84915161132812
uniform,740,1,89.8009262084961
gaussian,740,1,89.9826431274414
dirac,740,1,89.87837982177734
orthogonal,740,1,89.89302825927734
sparse0.5,740,1,89.81158447265625
uniform,740,2,89.82933044433594
gaussian,740,2,89.89212036132812
dirac,740,2,89.87837982177734
orthogonal,740,2,89.86253356933594
sparse0.5,740,2,89.98587036132812
uniform,740,3,89.7786636352539
gaussian,740,3,89.91056060791016
dirac,740,3,89.87837982177734
orthogonal,740,3,89.8652572631836
sparse0.5,740,3,89.87966918945312
uniform,740,4,89.75372314453125
gaussian,740,4,89.87181091308594
dirac,740,4,89.87837982177734
orthogonal,740,4,89.9201431274414
sparse0.5,740,4,89.810791015625
uniform,740,5,89.82463073730469
gaussian,740,5,89.93695068359375
dirac,740,5,89.87837982177734
orthogonal,740,5,89.88166809082031
sparse0.5,740,5,89.82941436767578
uniform,740,6,89.8358154296875
gaussian,740,6,89.92495727539062
dirac,740,6,89.87837982177734
orthogonal,740,6,89.8391342163086
sparse0.5,740,6,89.86853790283203
uniform,750,1,89.74300384521484
gaussian,750,1,89.91071319580078
dirac,750,1,89.8800048828125
orthogonal,750,1,89.85781860351562
sparse0.5,750,1,89.95406341552734
uniform,750,2,89.86570739746094
gaussian,750,2,89.91448211669922
dirac,750,2,89.8800048828125
orthogonal,750,2,89.79286193847656
sparse0.5,750,2,89.92283630371094
uniform,750,3,89.87908935546875
gaussian,750,3,89.89895629882812
dirac,750,3,89.8800048828125
orthogonal,750,3,89.82508087158203
sparse0.5,750,3,89.86600494384766
uniform,750,4,89.73165130615234
gaussian,750,4,89.85319519042969
dirac,750,4,89.8800048828125
orthogonal,750,4,89.89994812011719
sparse0.5,750,4,89.85546875
uniform,750,5,89.78742980957031
gaussian,750,5,89.88350677490234
dirac,750,5,89.8800048828125
orthogonal,750,5,89.83565521240234
sparse0.5,750,5,89.85984802246094
uniform,750,6,89.73542022705078
gaussian,750,6,89.81893157958984
dirac,750,6,89.8800048828125
orthogonal,750,6,89.90193939208984
sparse0.5,750,6,89.84709930419922
uniform,760,1,89.79798126220703
gaussian,760,1,89.81512451171875
dirac,760,1,89.88158416748047
orthogonal,760,1,89.8599624633789
sparse0.5,760,1,89.90940856933594
uniform,760,2,89.82499694824219
gaussian,760,2,89.86607360839844
dirac,760,2,89.88158416748047
orthogonal,760,2,89.9337158203125
